Male,Female,SeniorCitizen,Partner,Dependents,LessOneYear,oneToThreeYears,ThreePlusYears,MultipleLines,DSL,FiberOptic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,CreditCard,BankTransfer,MailedCheck,ElectronicCheck,MonthlyCharges,TotalCharges,Churn
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,49.9,3527.6,1
0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,49.9,3204.4,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,49.95,597.9,0
1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,49.95,3365.4,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,49.95,75.3,1
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,49.95,346.2,1
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,50,85.7,1
1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,50,2438.6,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50,45.6,0
0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,50.05,713.75,1
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,50.05,237.2,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,50.05,1170.5,0
0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,50.1,6786.4,1
0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,50.1,663.05,1
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50.1,631.4,0
0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,50.1,4884.85,0
0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,50.1,522.95,0
0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,50.15,2395.7,0
1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,50.15,1968.1,0
1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,50.15,4547.25,1
1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,50.15,4687.9,1
0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,50.15,2473.95,0
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,50.15,6985.65,1
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,50.15,855.3,1
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,50.15,2499.3,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,50.15,89.55,1
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,50.15,1899.65,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,50.15,45.7,1
0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,50.2,161.5,1
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50.2,1732.6,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,50.2,222.3,1
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,50.2,74.6,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,50.25,865.1,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50.25,428.7,0
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,50.25,238.1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50.25,145.15,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50.3,191.05,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,50.3,75.05,1
1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,50.3,313.6,0
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,50.3,3775.85,0
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,50.3,80,1
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,50.3,195.65,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,50.35,71.1,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,50.35,49.9,0
1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,50.35,91.1,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,50.4,4149.45,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,50.4,270.7,1
1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,50.4,168.15,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,50.45,2848.45,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,50.45,2516.2,0
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,50.45,208.45,0
0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,50.45,2015.35,1
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,50.5,2263.4,0
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,50.5,2211.8,0
0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,50.55,1683.7,0
0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,50.55,1164.05,0
1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,50.55,4245.55,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,50.55,2664.3,0
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,50.55,5589.3,0
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,50.55,381.3,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,50.6,141.5,1
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,50.6,3105.55,1
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,50.65,356.1,0
0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,50.65,2758.15,1
0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,50.7,3941.7,1
1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,50.7,1901.05,0
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,50.7,2423.4,0
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,50.7,3344.1,0
0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,50.75,137.1,0
1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,50.75,1008.55,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.75,202.15,0
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,50.8,202.9,0
0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,50.8,1652.95,0
1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,50.8,515.75,0
0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,50.8,190.5,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,50.85,1842.8,1
0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,50.85,1269.55,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,50.9,1907.85,1
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,50.9,208.85,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,50.9,1600.25,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,50.95,3089.1,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,51,1444.65,1
0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,51,454.15,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,51,184.65,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51.05,89.5,1
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51.05,220.45,0
1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,51.05,1510.3,0
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,51.1,52.2,1
0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,51.1,2003.6,0
1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,51.1,143.65,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,51.1,1058.25,1
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,51.1,489.45,1
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,51.15,1058.1,0
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,51.2,4113.1,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,51.2,69.55,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,51.25,2088.05,0
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,51.25,178.7,1
1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,51.25,2317.1,1
0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,51.3,6751.35,0
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,51.3,318.1,0
0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,51.35,1430.25,1
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,51.5,644.35,1
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,51.55,3340.55,0
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,51.55,292.8,1
1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,51.6,5774.55,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51.65,44.4,1
1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,51.65,2854.95,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,51.75,89.9,1
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,51.8,352.65,0
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,52.1,50.8,1
1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,52.15,1463.5,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,52.2,307.4,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,53.1,2104.55,1
1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,53.4,319.15,1
0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,53.45,1582.75,1
1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,53.45,1665.2,0
1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,53.45,1043.3,1
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,53.5,497.55,1
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,53.55,609.65,0
0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,53.55,6215.35,1
1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,53.6,2823,0
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,53.65,5017.9,1
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,53.75,2619.25,0
1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,53.75,2679.7,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,53.8,1120.95,1
1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,53.8,4914.9,0
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,53.85,923.5,1
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,53.85,1625.65,1
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,53.9,918.6,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,53.95,234.85,0
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,54.1,688.65,1
0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,54.1,1288.3,0
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,54.15,73.55,1
0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,54.15,1643.55,0
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,54.2,2193,0
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,54.2,1189.4,0
0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,54.2,1820.9,0
0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,54.2,2404.15,0
0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,54.2,205.05,1
0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,54.25,952.3,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,54.25,1212.85,0
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,54.25,360.1,1
0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,54.3,308.05,0
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,54.3,434.5,1
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,54.3,2001,0
0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,54.3,5645.8,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,54.35,215.8,1
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,54.35,2896.55,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,54.35,3395.8,1
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,54.4,85.15,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,54.4,535.55,0
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,54.4,1253.15,0
0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,54.45,955.15,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,54.45,2162.6,0
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,54.45,44.7,1
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,54.45,245.15,0
1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,54.5,2028.8,0
0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,54.5,2723.75,0
1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,54.5,551.95,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,54.5,45.7,1
1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,54.55,832.35,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,54.55,174.8,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,54.55,90.55,1
1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,54.55,4733.1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,54.6,69.9,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,54.65,888.65,0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,54.65,86.6,1
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,54.65,2656.5,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54.65,540.95,0
0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,54.65,2917.5,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,54.65,2416.1,1
0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,54.7,424.45,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,54.7,132.4,0
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,54.7,660.9,1
1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,54.75,1893.95,1
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,54.75,284.9,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,54.75,1612.75,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54.75,119.75,1
1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,54.75,3204.65,1
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,54.75,160.85,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,54.8,827.45,0
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,54.8,49.5,0
1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,54.8,990.85,1
0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,54.85,2066,0
0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,54.85,392.5,0
0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,54.85,3861.45,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,54.9,2552.9,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,54.9,819.4,1
1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,54.9,2070.6,1
0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,54.9,273.75,1
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,54.95,3557.7,0
1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,54.95,1957.1,0
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,55,729.95,1
1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,55,3013.05,1
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,55,1266.1,1
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,1046.5,0
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,55,2347.9,1
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,55,4209.95,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,55,152.3,0
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,55,3706.95,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,55.05,412.5,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,55.05,832.05,1
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,55.05,185.55,1
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,55.05,1943.2,1
0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,55.1,1815.3,0
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,55.1,612.95,0
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,55.1,2169.8,1
1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,55.15,2210.2,0
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,55.15,4853.75,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,55.15,144.55,1
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,55.15,91.1,1
1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,55.15,713,1
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,55.2,5580.8,0
0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,55.2,4527.45,1
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55.2,200.2,0
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,55.2,4564.9,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,55.25,171.15,1
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,55.25,940.35,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,55.25,1047.7,1
1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,55.3,2766.4,0
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,55.3,1622.45,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,55.3,1129.35,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,55.3,80.55,0
0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,55.3,580.1,0
1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,55.3,259.4,0
1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,55.3,168.15,1
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,55.3,769.1,0
1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,55.3,2058.5,0
0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,55.3,387.2,1
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,55.35,2839.65,1
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,55.35,3145.9,0
0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,55.35,4997.5,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55.4,1493.55,0
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,55.45,593.05,0
1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,55.5,4284.8,1
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55.5,544.55,1
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,55.5,3865.6,0
0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,55.55,941,1
0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,55.55,1133.65,1
0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,55.55,2070.05,0
1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,55.6,723.35,0
1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,55.65,775.3,0
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,55.65,1074.65,0
0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,55.7,2324.7,0
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,55.7,170.5,0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,55.7,196.9,1
1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,55.7,1162.85,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,55.7,370.4,0
0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,55.7,5475.9,0
0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,55.7,224.05,1
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,55.7,2326.05,0
0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,55.75,1052.4,1
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,55.75,283.95,0
0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,55.8,3217.65,0
